,model,vectorizer,train,test,train_acc,val_acc,roc,precision,recall,smote
0,cnb,cvec,0.8380075345332775,0.8943089430894309,0.8768300445576066,0.9042944785276074,0.912193630478826,0.8354430379746836,0.9620991253644315,1
